Date,Close,Open,High,Low,Volume
2016-09-16,607.80,608.10,610.40,605.20,21850.00
2016-09-17,607.10,607.80,609.60,604.50,15890.00
2016-09-18,610.70,607.10,612.40,605.20,16330.00
2016-09-19,609.80,610.70,612.40,607.00,21240.00
2016-09-20,609.20,609.80,611.30,605.90,22610.00
2016-09-21,597.20,609.20,608.80,591.70,36860.00
2016-09-22,595.60,597.20,599.80,592.80,22440.00
2016-09-23,602.90,595.60,603.70,594.10,25920.00
2016-09-24,602.60,602.90,605.90,600.50,13470.00
2016-09-25,601.50,602.60,604.90,598.30,13280.00
2016-09-26,606.50,601.50,608.50,598.20,27510.00
2016-09-27,605.50,606.50,609.00,601.70,25550.00
2016-09-28,604.70,605.50,606.90,602.60,18940.00
2016-09-29,604.70,604.70,607.20,602.00,25320.00
2016-09-30,608.10,604.70,608.80,602.30,23950.00
2016-10-01,613.40,608.10,615.00,607.10,16930.00
2016-10-02,610.70,613.40,614.20,607.70,16540.00
2016-10-03,611.60,610.70,613.20,608.50,21950.00
2016-10-04,609.00,611.60,612.70,606.50,24990.00
2016-10-05,611.80,609.00,613.70,608.00,23400.00
2016-10-06,611.00,611.80,612.70,608.50,21630.00
2016-10-07,616.00,611.00,619.40,609.10,32730.00
2016-10-08,617.70,616.00,619.60,614.90,13620.00
2016-10-09,615.80,617.70,618.30,613.00,13430.00
2016-10-10,617.30,615.80,618.80,612.80,25230.00
2016-10-11,640.50,617.30,642.30,615.60,55770.00
2016-10-12,636.00,640.50,642.50,632.20,26950.00
2016-10-13,635.60,636.00,639.50,632.30,25620.00
2016-10-14,637.90,635.60,640.50,630.70,31420.00
2016-10-15,637.00,637.90,641.40,635.10,12380.00
2016-10-16,640.10,637.00,642.20,636.40,12890.00
2016-10-17,637.40,640.10,641.30,634.90,27690.00
2016-10-18,635.30,637.40,639.30,632.20,24600.00
2016-10-19,629.10,635.30,637.30,624.10,35290.00
2016-10-20,628.30,629.10,630.80,625.50,20940.00
2016-10-21,630.50,628.30,633.30,627.60,28090.00
2016-10-22,655.50,630.50,659.90,629.70,37100.00
2016-10-23,653.00,655.50,661.20,648.80,21910.00
2016-10-24,650.50,653.00,654.30,645.70,33240.00
2016-10-25,651.00,650.50,662.50,647.70,36740.00
2016-10-26,674.70,651.00,678.40,651.40,47670.00
2016-10-27,682.30,674.70,687.90,672.30,46560.00
2016-10-28,686.20,682.30,688.40,678.60,38970.00
2016-10-29,715.00,686.20,720.20,685.20,54030.00
2016-10-30,697.30,715.00,714.90,689.50,39330.00
2016-10-31,698.70,697.30,707.20,682.20,38050.00
2016-11-01,726.80,698.70,734.40,695.20,68070.00
2016-11-02,733.50,726.80,735.80,718.10,39040.00
2016-11-03,684.90,733.50,744.40,670.40,96410.00
2016-11-04,702.10,684.90,706.60,681.30,48240.00
2016-11-05,702.10,702.10,706.40,694.00,22020.00
2016-11-06,709.90,702.10,714.10,697.60,25810.00
2016-11-07,705.40,709.90,711.70,698.30,30740.00
2016-11-08,710.90,705.40,714.60,701.00,39730.00
2016-11-09,721.40,710.90,741.20,707.10,70700.00
2016-11-10,714.60,721.40,723.00,707.30,33330.00
2016-11-11,715.00,714.60,719.80,711.70,25580.00
2016-11-12,704.30,715.00,717.40,701.10,27600.00
2016-11-13,702.00,704.30,705.60,685.00,36140.00
2016-11-14,704.60,702.00,708.00,696.10,37750.00
2016-11-15,711.10,704.60,716.90,697.90,41400.00
2016-11-16,740.30,711.10,746.00,708.10,79570.00
2016-11-17,737.50,740.30,751.90,730.10,62770.00
2016-11-18,747.00,737.50,751.40,731.00,39710.00
2016-11-19,747.90,747.00,755.30,737.40,25630.00
2016-11-20,728.50,747.90,752.30,712.80,47420.00
2016-11-21,736.20,728.50,744.30,726.50,32510.00
2016-11-22,749.30,736.20,754.00,730.60,44440.00
2016-11-23,741.10,749.30,750.90,731.30,37870.00
2016-11-24,735.30,741.10,744.20,726.20,37240.00
2016-11-25,740.40,735.30,741.30,729.00,28850.00
2016-11-26,734.10,740.40,741.00,725.60,22580.00
2016-11-27,729.40,734.10,738.30,727.10,21350.00
2016-11-28,733.30,729.40,738.10,727.70,34120.00
2016-11-29,732.60,733.30,737.00,727.80,32570.00
2016-11-30,742.50,732.60,745.40,730.60,39280.00
2016-12-01,752.60,742.50,755.50,741.10,54030.00
2016-12-02,770.90,752.60,779.00,752.30,63220.00
2016-12-03,764.20,770.90,772.30,755.80,38450.00
2016-12-04,766.40,764.20,769.20,758.80,19160.00
2016-12-05,754.30,766.40,769.20,746.00,51170.00
2016-12-06,758.20,754.30,762.50,750.90,33430.00
2016-12-07,765.60,758.20,769.00,754.30,34870.00
2016-12-08,768.50,765.60,773.40,761.20,28780.00
2016-12-09,770.50,768.50,773.50,765.00,24180.00
2016-12-10,774.00,770.50,777.00,769.20,18020.00
2016-12-11,767.90,774.00,774.20,763.00,17140.00
2016-12-12,778.50,767.90,781.30,767.90,28760.00
2016-12-13,778.70,778.50,790.30,767.80,33110.00
2016-12-14,776.50,778.70,780.80,771.00,24780.00
2016-12-15,775.20,776.50,780.30,773.10,26220.00
2016-12-16,782.00,775.20,783.90,773.30,27610.00
2016-12-17,787.20,782.00,791.60,779.40,23580.00
2016-12-18,789.00,787.20,791.30,783.80,14530.00
2016-12-19,789.80,789.00,793.70,786.30,25460.00
2016-12-20,799.10,789.80,800.00,787.10,34480.00
2016-12-21,829.20,799.10,833.10,796.00,65290.00
2016-12-22,860.20,829.20,874.70,828.90,70560.00
2016-12-23,917.20,860.20,920.30,858.00,102220.00
2016-12-24,891.10,917.20,920.50,880.80,46030.00
2016-12-25,891.10,891.10,895.20,851.40,42480.00
2016-12-26,898.40,891.10,909.30,885.90,38790.00
2016-12-27,925.80,898.40,937.90,893.40,49690.00
2016-12-28,972.20,925.80,974.50,925.50,77290.00
2016-12-29,971.10,972.20,982.60,949.20,61130.00
2016-12-30,959.00,971.10,971.60,927.40,70840.00
2016-12-31,963.40,959.00,965.50,942.40,27560.00
2017-01-01,995.40,963.40,1001.60,956.10,41150.00
2017-01-02,1017.00,995.40,1031.70,990.20,64950.00
2017-01-03,1033.30,1017.00,1035.50,1006.50,54790.00
2017-01-04,1135.40,1033.30,1148.50,1022.30,156270.00
2017-01-05,989.30,1135.40,1150.60,874.50,240010.00
2017-01-06,886.20,989.30,1027.40,852.50,194290.00
2017-01-07,888.90,886.20,900.90,806.70,130660.00
2017-01-08,900.90,888.90,936.10,875.80,76910.00
2017-01-09,899.80,900.90,910.50,870.90,62580.00
2017-01-10,904.40,899.80,911.30,890.10,53710.00
2017-01-11,785.40,904.40,917.70,751.60,194440.00
2017-01-12,810.10,785.40,828.20,739.50,120240.00
2017-01-13,824.80,810.10,835.00,771.00,89860.00
2017-01-14,819.60,824.80,838.90,808.30,44210.00
2017-01-15,821.20,819.60,826.40,808.60,24400.00
2017-01-16,827.30,821.20,836.70,817.70,33220.00
2017-01-17,899.70,827.30,906.40,825.00,82210.00
2017-01-18,872.00,899.70,913.70,845.90,69260.00
2017-01-19,895.20,872.00,905.30,870.70,58440.00
2017-01-20,892.90,895.20,901.50,878.90,38870.00
2017-01-21,919.80,892.90,928.90,889.50,40380.00
2017-01-22,918.80,919.80,938.40,888.60,47930.00
2017-01-23,921.50,918.80,928.00,910.80,32740.00
2017-01-24,893.80,921.50,925.60,889.20,58870.00
2017-01-25,894.40,893.80,905.70,883.60,37900.00
2017-01-26,915.60,894.40,919.30,893.50,33800.00
2017-01-27,918.00,915.60,922.60,907.90,30970.00
2017-01-28,918.50,918.00,921.90,912.80,14310.00
2017-01-29,914.50,918.50,922.40,912.70,11050.00
2017-01-30,920.70,914.50,922.30,911.50,19060.00
2017-01-31,965.50,920.70,967.50,917.40,54670.00
2017-02-01,982.40,965.50,986.60,959.80,45220.00
2017-02-02,1004.00,982.40,1009.10,973.50,50860.00
2017-02-03,1013.00,1004.00,1023.70,989.20,61670.00
2017-02-04,1031.80,1013.00,1041.00,1000.40,39460.00
2017-02-05,1016.10,1031.80,1033.70,1004.00,31060.00
2017-02-06,1024.70,1016.10,1030.60,1010.80,32020.00
2017-02-07,1049.60,1024.70,1054.10,1019.90,39550.00
2017-02-08,1055.50,1049.60,1069.20,1020.30,65150.00
2017-02-09,979.00,1055.50,1073.00,924.70,146750.00
2017-02-10,997.60,979.00,1005.60,947.00,62130.00
2017-02-11,1008.30,997.60,1014.30,983.90,28320.00
2017-02-12,996.50,1008.30,1007.80,992.50,14750.00
2017-02-13,995.40,996.50,1007.60,975.10,32910.00
2017-02-14,1008.30,995.40,1013.80,986.50,39540.00
2017-02-15,1008.20,1008.30,1010.90,999.70,23360.00
2017-02-16,1031.90,1008.20,1040.30,1007.40,38080.00
2017-02-17,1049.40,1031.90,1057.40,1025.90,45710.00
2017-02-18,1052.30,1049.40,1063.20,1044.70,25360.00
2017-02-19,1048.90,1052.30,1056.50,1037.70,17950.00
2017-02-20,1077.60,1048.90,1081.80,1041.00,31010.00
2017-02-21,1119.00,1077.60,1123.00,1073.50,57050.00
2017-02-22,1120.50,1119.00,1132.30,1094.80,47910.00
2017-02-23,1171.90,1120.50,1181.60,1113.50,65740.00
2017-02-24,1176.50,1171.90,1211.70,1092.40,108170.00
2017-02-25,1149.10,1176.50,1180.00,1116.20,45860.00
2017-02-26,1171.60,1149.10,1177.50,1130.60,30770.00
2017-02-27,1188.80,1171.60,1195.80,1164.30,35470.00
2017-02-28,1189.30,1188.80,1208.20,1175.80,50580.00
2017-03-01,1222.70,1189.30,1225.00,1154.60,51150.00
2017-03-02,1255.50,1222.70,1287.00,1212.00,78490.00
2017-03-03,1283.30,1255.50,1291.30,1250.80,67280.00
2017-03-04,1264.30,1283.30,1285.80,1228.70,38420.00
2017-03-05,1271.20,1264.30,1273.30,1242.10,25430.00
2017-03-06,1277.00,1271.20,1280.60,1261.00,31030.00
2017-03-07,1232.70,1277.00,1280.90,1148.70,87720.00
2017-03-08,1147.00,1232.70,1242.00,1136.90,97880.00
2017-03-09,1191.30,1147.00,1207.00,1129.30,59860.00
2017-03-10,1112.40,1191.30,1330.40,988.70,190470.00
2017-03-11,1179.20,1112.40,1202.70,1104.80,70750.00
2017-03-12,1225.10,1179.20,1235.50,1160.90,44410.00
2017-03-13,1238.20,1225.10,1245.60,1205.60,60460.00
2017-03-14,1243.10,1238.20,1255.50,1218.40,45140.00
2017-03-15,1253.40,1243.10,1256.90,1236.40,43590.00
2017-03-16,1172.90,1253.40,1260.20,1119.00,132770.00
2017-03-17,1071.70,1172.90,1174.90,1063.50,163740.00
2017-03-18,971.40,1071.70,1103.60,940.20,210420.00
2017-03-19,1022.60,971.40,1063.70,967.30,106450.00
2017-03-20,1047.50,1022.60,1057.50,1005.00,61430.00
2017-03-21,1121.30,1047.50,1125.50,1043.90,92590.00
2017-03-22,1044.70,1121.30,1121.90,997.80,115290.00
2017-03-23,1035.00,1044.70,1062.80,1022.00,56520.00
2017-03-24,939.70,1035.00,1038.40,927.30,132600.00
2017-03-25,966.30,939.70,996.00,890.40,127050.00
2017-03-26,969.40,966.30,1004.30,946.70,85330.00
2017-03-27,1045.10,969.40,1048.80,961.80,91260.00
2017-03-28,1044.40,1045.10,1068.40,1015.50,80000.00
2017-03-29,1041.90,1044.40,1058.70,1008.30,68850.00
2017-03-30,1037.90,1041.90,1052.70,1020.90,74990.00
2017-03-31,1079.10,1037.90,1088.20,1035.20,90990.00
2017-04-01,1086.10,1079.10,1103.70,1067.50,50660.00
2017-04-02,1097.40,1086.10,1109.50,1074.20,70980.00
2017-04-03,1147.60,1097.40,1157.90,1095.60,98500.00
2017-04-04,1141.80,1147.60,1161.20,1122.20,71000.00
2017-04-05,1129.90,1141.80,1143.80,1110.10,69470.00
2017-04-06,1188.70,1129.90,1201.60,1130.50,92360.00
2017-04-07,1190.50,1188.70,1201.20,1173.20,59750.00
2017-04-08,1180.80,1190.50,1198.20,1166.70,33180.00
2017-04-09,1204.30,1180.80,1215.10,1174.00,45350.00
2017-04-10,1206.70,1204.30,1214.90,1194.80,40010.00
2017-04-11,1220.70,1206.70,1229.60,1195.80,37400.00
2017-04-12,1212.50,1220.70,1225.50,1207.40,44780.00
2017-04-13,1176.20,1212.50,1218.70,1150.30,66050.00
2017-04-14,1177.30,1176.20,1195.40,1162.20,47220.00
2017-04-15,1177.00,1177.30,1194.80,841.50,28390.00
2017-04-16,1176.80,1177.00,1188.00,1166.70,18930.00
2017-04-17,1194.00,1176.80,1203.00,1172.80,46480.00
2017-04-18,1206.10,1194.00,1213.90,1191.10,52750.00
2017-04-19,1215.20,1206.10,1218.20,1194.10,43350.00
2017-04-20,1238.10,1215.20,1246.60,1210.70,55200.00
2017-04-21,1249.60,1238.10,1257.00,1235.60,41340.00
2017-04-22,1240.90,1249.60,1257.00,1215.80,43820.00
2017-04-23,1249.10,1240.90,1256.20,1223.10,42610.00
2017-04-24,1248.20,1249.10,1256.40,1234.90,38540.00
2017-04-25,1264.30,1248.20,1272.60,1244.20,43890.00
2017-04-26,1286.60,1264.30,1309.20,1263.00,58910.00
2017-04-27,1332.90,1286.60,1346.80,1285.30,61770.00
2017-04-28,1329.60,1332.90,1356.20,1287.60,77570.00
2017-04-29,1336.30,1329.60,1343.70,1314.20,40970.00
2017-04-30,1351.90,1336.30,1358.90,1309.70,40640.00
2017-05-01,1415.80,1351.90,1448.70,1342.80,100440.00
2017-05-02,1445.90,1415.80,1471.10,1394.80,70010.00
2017-05-03,1485.60,1445.90,1496.40,1424.10,81720.00
2017-05-04,1516.80,1485.60,1609.80,1437.10,136710.00
2017-05-05,1507.80,1516.80,1588.10,1485.00,120380.00
2017-05-06,1545.30,1507.80,1560.40,1503.90,59600.00
2017-05-07,1554.40,1545.30,1572.90,1495.20,71360.00
2017-05-08,1664.50,1554.40,1667.70,1552.90,107230.00
2017-05-09,1697.50,1664.50,1757.40,1620.00,127230.00
2017-05-10,1752.30,1697.50,1766.20,1665.00,89680.00
2017-05-11,1819.30,1752.30,1864.80,1741.50,109010.00
2017-05-12,1686.40,1819.30,1822.50,1641.20,109340.00
2017-05-13,1763.70,1686.40,1770.50,1594.60,75470.00
2017-05-14,1772.60,1763.70,1802.80,1736.10,40640.00
2017-05-15,1708.90,1772.60,1776.70,1656.80,80240.00
2017-05-16,1729.30,1708.90,1752.60,1653.70,75540.00
2017-05-17,1801.30,1729.30,1842.80,1704.00,94620.00
2017-05-18,1881.00,1801.30,1980.50,1791.10,73100.00
2017-05-19,1962.00,1881.00,1969.70,1875.30,98760.00
2017-05-20,2040.20,1962.00,2048.40,1944.40,89860.00
2017-05-21,2044.20,2040.20,2094.90,1980.10,78780.00
2017-05-22,2124.40,2044.20,2264.80,1998.60,174380.00
2017-05-23,2272.60,2124.40,2286.30,2110.80,114180.00
2017-05-24,2445.30,2272.60,2497.00,2263.30,149260.00
2017-05-25,2307.20,2445.30,2781.80,2210.50,248440.00
2017-05-26,2244.90,2307.00,2616.50,2051.40,191490.00
2017-05-27,2052.40,2244.90,2322.40,1868.60,222950.00
2017-05-28,2189.00,2052.40,2300.50,2051.10,125000.00
2017-05-29,2278.20,2189.00,2337.40,2117.30,92240.00
2017-05-30,2192.60,2278.20,2329.30,2147.10,120960.00
2017-05-31,2303.30,2192.60,2330.60,2168.40,117750.00
2017-06-01,2412.60,2303.30,2460.80,2303.30,122700.00
2017-06-02,2492.60,2412.60,2494.00,2385.60,83030.00
2017-06-03,2545.40,2492.60,2582.80,2449.90,70960.00
2017-06-04,2524.10,2545.40,2559.80,2478.20,59480.00
2017-06-05,2705.00,2524.10,2705.40,2523.90,86690.00
2017-06-06,2870.50,2705.00,2931.20,2699.70,192230.00
2017-06-07,2691.50,2870.50,2880.90,2626.60,122680.00
2017-06-08,2798.80,2691.50,2808.40,2623.60,95420.00
2017-06-09,2811.40,2798.80,2852.10,2786.10,67050.00
2017-06-10,2900.30,2811.40,2914.20,2807.40,86520.00
2017-06-11,2973.40,2900.30,2977.90,2867.30,83030.00
2017-06-12,2656.80,2973.40,2985.10,2483.60,217960.00
2017-06-13,2713.00,2656.80,2784.80,2647.40,116740.00
2017-06-14,2467.30,2713.00,2803.70,2349.00,174190.00
2017-06-15,2442.50,2467.30,2521.60,2125.60,262790.00
2017-06-16,2508.60,2442.50,2536.40,2335.30,117210.00
2017-06-17,2655.10,2508.60,2690.70,2454.80,95950.00
2017-06-18,2539.60,2655.10,2676.00,2488.60,92000.00
2017-06-19,2616.80,2539.60,2617.80,2518.80,81830.00
2017-06-20,2754.40,2616.80,2800.50,2614.00,111300.00
2017-06-21,2677.60,2754.40,2804.40,2624.40,116030.00
2017-06-22,2722.80,2677.60,2757.30,2623.20,78300.00
2017-06-23,2710.40,2722.80,2759.70,2699.50,56940.00
2017-06-24,2590.10,2710.40,2741.60,2540.40,86960.00
2017-06-25,2541.60,2590.10,2660.70,2472.40,86970.00
2017-06-26,2446.10,2541.60,2584.80,2327.30,165830.00
2017-06-27,2583.80,2446.10,2585.10,2309.60,159260.00
2017-06-28,2577.70,2583.80,2616.90,2490.10,110420.00
2017-06-29,2558.40,2577.70,2605.90,2526.50,75320.00
2017-06-30,2480.60,2558.40,2576.30,2469.50,73000.00
2017-07-01,2424.60,2480.60,2529.60,2387.50,66320.00
2017-07-02,2536.50,2424.60,2555.30,2375.90,67760.00
2017-07-03,2572.50,2536.50,2617.50,2506.30,83420.00
2017-07-04,2617.30,2572.50,2658.70,2570.00,80680.00
2017-07-05,2627.90,2617.30,2642.70,2562.00,89720.00
2017-07-06,2614.20,2627.90,2634.80,2581.80,60160.00
2017-07-07,2513.90,2614.20,2617.50,2484.70,90450.00
2017-07-08,2564.90,2513.90,2568.70,2480.60,54510.00
2017-07-09,2511.40,2564.90,2576.70,2509.60,39160.00
2017-07-10,2344.00,2511.40,2530.30,2271.80,123800.00
2017-07-11,2324.30,2344.00,2412.80,2265.50,146630.00
2017-07-12,2403.10,2324.30,2424.80,2262.10,109520.00
2017-07-13,2362.40,2403.10,2436.70,2335.00,88170.00
2017-07-14,2234.20,2362.40,2370.50,2165.40,114410.00
2017-07-15,1975.10,2234.20,2237.10,1974.00,155320.00
2017-07-16,1914.10,1975.10,2044.40,1809.00,189640.00
2017-07-17,2233.40,1914.10,2233.80,1913.80,176890.00
2017-07-18,2320.20,2233.40,2400.70,2164.60,202620.00
2017-07-19,2282.60,2320.20,2412.40,2243.10,154320.00
2017-07-20,2866.00,2282.60,2932.80,2282.10,310340.00
2017-07-21,2675.10,2866.00,2874.00,2622.50,193760.00
2017-07-22,2836.50,2675.10,2876.70,2658.60,121920.00
2017-07-23,2756.60,2836.50,2856.70,2675.60,108230.00
2017-07-24,2763.40,2756.60,2798.90,2715.70,83010.00
2017-07-25,2582.60,2763.40,2779.10,2472.60,205880.00
2017-07-26,2559.20,2582.60,2631.70,2441.50,135500.00
2017-07-27,2691.90,2559.20,2712.90,2547.70,103830.00
2017-07-28,2806.80,2691.90,2843.80,2683.60,138910.00
2017-07-29,2733.50,2806.80,2812.10,2699.40,84490.00
2017-07-30,2766.50,2733.50,2773.10,2621.70,82720.00
2017-07-31,2883.30,2766.50,2916.30,2723.10,91120.00
2017-08-01,2747.00,2883.30,2946.00,2659.60,123170.00
2017-08-02,2720.50,2747.00,2773.80,2668.90,81820.00
2017-08-03,2810.00,2720.50,2822.90,2717.60,68100.00
2017-08-04,2878.50,2810.00,2892.70,2779.50,68760.00
2017-08-05,3262.80,2878.50,3344.00,2875.90,159400.00
