Timestamp,Open,High,Low,Close,Volume
2021-04-16,2514.04,2548.29,2300.0,2422.67,999163.75205
2021-04-17,2422.38,2495.0,2310.0,2317.6,624232.25568
2021-04-18,2317.65,2340.0,1946.8,2235.64,1475383.69204
2021-04-19,2235.65,2300.0,2080.0,2161.12,820592.26555
2021-04-20,2161.12,2346.62,2055.0,2330.03,992240.809
2021-04-21,2330.26,2469.54,2235.16,2357.06,1177885.8617
2021-04-22,2357.06,2644.47,2303.44,2397.94,2220753.09746
2021-04-23,2397.94,2442.89,2107.0,2367.39,2532242.44185
2021-04-24,2367.39,2368.74,2154.8,2213.35,997688.94623
2021-04-25,2214.08,2356.64,2168.0,2320.49,857517.38218
2021-04-26,2320.44,2542.8,2303.64,2532.6,1076469.01367
2021-04-27,2532.06,2680.0,2480.29,2666.13,771728.46451
2021-04-28,2666.13,2760.0,2559.44,2748.24,999383.1852
2021-04-29,2748.23,2798.0,2668.0,2757.04,863890.01069
2021-04-30,2757.04,2798.3,2723.09,2772.42,695339.20482
2021-05-01,2772.42,2954.28,2743.41,2944.77,690260.07741
2021-05-02,2944.83,2985.0,2852.26,2949.56,571982.5445
2021-05-03,2949.33,3454.0,2949.32,3431.04,1329088.0628
2021-05-04,3431.04,3527.0,3160.0,3239.01,1826039.38558
2021-05-05,3239.01,3549.34,3200.23,3524.26,1174816.73588
2021-05-06,3524.33,3605.4,3376.47,3489.73,920592.57706
2021-05-07,3489.74,3587.0,3353.23,3479.53,760544.64781
2021-05-08,3479.79,3958.33,3449.27,3910.26,1130467.54852
2021-05-09,3910.26,3983.65,3726.08,3923.95,1000401.0082
2021-05-10,3923.95,4208.0,3650.0,3945.88,1505897.92612
2021-05-11,3946.63,4180.22,3771.64,4173.45,1095927.10403
2021-05-12,4173.46,4372.72,3701.58,3823.21,1601842.74017
2021-05-13,3810.15,4034.77,3500.0,3717.91,2068708.17427
2021-05-14,3717.92,4173.28,3691.35,4075.01,1153390.42631
2021-05-15,4075.02,4134.05,3632.0,3646.68,1039174.88082
2021-05-16,3646.24,3879.0,3343.06,3582.1,1324065.65875
2021-05-17,3581.81,3587.06,3102.0,3282.51,1904012.43998
2021-05-18,3282.25,3565.71,3240.0,3375.07,1287110.84143
2021-05-19,3375.08,3441.73,1888.0,2438.92,4309836.31939
2021-05-20,2438.92,2990.05,2155.0,2768.62,2942777.9301
2021-05-21,2767.87,2938.54,2101.0,2430.98,2727031.93514
2021-05-22,2430.98,2485.0,2145.0,2294.87,1684318.01157
2021-05-23,2295.45,2381.57,1728.74,2096.39,2914548.73125
2021-05-24,2096.63,2675.0,2079.94,2648.43,2186632.92245
2021-05-25,2647.92,2750.0,2378.54,2705.11,2115349.50445
2021-05-26,2705.1,2910.0,2643.0,2884.94,1583799.59251
2021-05-27,2884.82,2889.74,2633.68,2742.23,1099029.91206
2021-05-28,2742.23,2762.45,2327.38,2412.1,1554584.61362
2021-05-29,2412.34,2574.27,2204.1,2278.74,1379427.18851
