Timestamp,Close,Open,High,Low,Volume,
2020-04-21,6842.50,6833.40,6919.30,6774.30,892570.00
2020-04-22,7112.90,6842.50,7137.40,6821.80,914180.00
2020-04-23,7488.50,7112.80,7655.40,7036.50,1340000.00
2020-04-24,7503.80,7491.30,7583.50,7423.50,951950.00
2020-04-25,7540.40,7503.90,7684.60,7451.00,861930.00
2020-04-26,7678.90,7540.40,7679.40,7520.50,921590.00
2020-04-27,7766.00,7679.40,7768.50,7637.70,980500.00
2020-04-28,7746.90,7766.00,7770.10,7655.30,808090.00
2020-04-29,8770.90,7746.70,8918.50,7729.70,1830000.00
2020-04-30,8629.00,8770.60,9437.50,8425.50,2040000.00
2020-05-01,8821.60,8628.60,9040.30,8621.00,1110000.00
2020-05-02,8966.30,8821.60,8986.20,8771.30,890340.00
2020-05-03,8885.50,8966.20,9169.90,8742.20,1150000.00
2020-05-04,8874.70,8885.50,8945.50,8553.20,1120000.00
2020-05-05,9001.00,8874.20,9078.70,8800.40,1050000.00
2020-05-06,9151.40,9000.60,9373.70,8923.60,1620000.00
2020-05-07,9979.80,9152.70,10033.00,9064.80,1910000.00
2020-05-08,9806.20,9980.10,10018.20,9731.40,1420000.00
2020-05-09,9554.60,9806.00,9910.50,9533.60,1490000.00
2020-05-10,8738.80,9553.90,9569.40,8259.30,2470000.00
2020-05-11,8579.80,8737.60,9129.60,8235.60,2290000.00
2020-05-12,8813.80,8569.80,8964.50,8542.80,1350000.00
2020-05-13,9298.70,8813.90,9384.60,8799.10,1500000.00
2020-05-14,9778.40,9298.70,9887.50,9265.80,1770000.00
2020-05-15,9318.00,9778.60,9819.60,9223.20,1560000.00
2020-05-16,9379.50,9318.10,9579.00,9233.00,1100000.00
2020-05-17,9677.70,9376.60,9866.00,9327.80,1180000.00
2020-05-18,9730.70,9678.40,9930.20,9524.40,1180000.00
2020-05-19,9773.30,9730.80,9883.90,9498.70,1160000.00
2020-05-20,9512.30,9773.00,9829.30,9368.40,1150000.00
2020-05-21,9059.00,9511.60,9567.10,8833.60,1410000.00
2020-05-22,9169.70,9058.20,9253.50,8952.10,914590.00
2020-05-23,9177.00,9169.80,9303.20,9098.90,812560.00
2020-05-24,8728.20,9177.90,9292.00,8724.10,1110000.00
2020-05-25,8898.20,8728.00,8959.50,8666.10,941890.00
2020-05-26,8842.50,8897.70,8994.60,8713.90,784920.00
2020-05-27,9199.10,8842.30,9210.90,8818.60,810890.00
2020-05-28,9572.20,9199.80,9610.80,9119.20,948860.00
2020-05-29,9424.80,9573.40,9596.50,9358.10,814330.00
2020-05-30,9692.50,9424.80,9729.90,9352.70,720620.00
2020-05-31,9454.80,9692.90,9695.60,9406.20,645270.00
2020-06-01,10189.30,9454.50,10301.80,9429.70,796680.00
2020-06-02,9527.60,10190.70,10207.30,9347.30,1060000.00
2020-06-03,9667.20,9527.00,9667.20,9421.70,558120.00
2020-06-04,9794.40,9667.20,9864.40,9490.90,593660.00
2020-06-05,9631.20,9794.00,9846.10,9628.70,527050.00
2020-06-06,9669.60,9630.80,9733.10,9549.50,370850.00
2020-06-07,9742.60,9669.60,9791.80,9417.40,549200.00
2020-06-08,9777.90,9743.40,9788.20,9662.30,431040.00
2020-06-09,9768.80,9777.70,9857.20,9616.60,479550.00
2020-06-10,9878.80,9768.80,9970.90,9710.70,533550.00
2020-06-11,9283.20,9878.90,9945.20,9139.10,919300.00
2020-06-12,9466.60,9283.70,9547.50,9249.40,529280.00
2020-06-13,9471.30,9466.50,9484.90,9369.90,364970.00
2020-06-14,9345.30,9470.70,9474.70,9264.40,311270.00
2020-06-15,9425.40,9345.50,9489.70,8925.60,750900.00
2020-06-16,9523.50,9425.60,9577.10,9379.30,545470.00
2020-06-17,9464.60,9523.60,9543.60,9258.20,446450.00
2020-06-18,9388.10,9464.60,9480.40,9289.30,391670.00
2020-06-19,9314.00,9390.30,9424.00,9249.60,478490.00
2020-06-20,9358.80,9314.00,9394.50,9199.80,383440.00
2020-06-21,9296.40,9358.80,9411.20,9288.50,335990.00
2020-06-22,9683.70,9296.50,9751.90,9285.80,523320.00
2020-06-23,9624.60,9683.90,9715.60,9581.80,375490.00
2020-06-24,9302.00,9624.60,9667.40,9223.00,515780.00
2020-06-25,9247.50,9300.80,9327.30,9022.60,524450.00
2020-06-26,9160.00,9247.50,9296.50,9060.10,489840.00
2020-06-27,9008.30,9160.50,9190.50,8865.30,441930.00
2020-06-28,9124.00,9008.40,9185.50,8950.20,329010.00
2020-06-29,9185.40,9122.80,9229.10,9033.60,401120.00
2020-06-30,9135.40,9186.00,9199.80,9075.30,381730.00
2020-07-01,9229.90,9135.90,9289.00,9101.10,366780.00
2020-07-02,9085.10,9229.90,9259.70,8962.10,483100.00
2020-07-03,9067.10,9085.00,9120.40,9050.90,333880.00
2020-07-04,9134.40,9067.10,9182.30,9049.60,261250.00
2020-07-05,9081.00,9134.30,9149.60,8932.10,314100.00
2020-07-06,9339.00,9080.40,9363.00,9063.20,510270.00
2020-07-07,9256.00,9338.80,9371.20,9209.30,420550.00
