Timestamp,Close,Open,High,Low,Volume,
2020-07-08,9429.90,9256.30,9458.30,9233.10,509940.00
2020-07-09,9235.70,9430.10,9434.50,9176.00,444270.00
2020-07-10,9285.10,9239.00,9309.80,9131.90,418470.00
2020-07-11,9233.30,9285.80,9295.50,9184.20,353920.00
2020-07-12,9300.80,9234.20,9337.80,9170.40,366880.00
2020-07-13,9243.60,9300.50,9329.60,9207.60,456870.00
2020-07-14,9253.40,9243.10,9274.80,9135.70,453830.00
2020-07-15,9198.70,9253.60,9270.20,9168.70,429840.00
2020-07-16,9135.30,9198.70,9224.20,9052.00,429040.00
2020-07-17,9155.80,9135.40,9181.90,9091.50,310920.00
2020-07-18,9170.20,9155.80,9198.80,9126.70,276400.00
2020-07-19,9208.00,9170.10,9224.80,9106.40,265250.00
2020-07-20,9162.40,9208.10,9218.40,9139.90,312980.00
2020-07-21,9387.30,9162.30,9426.90,9155.10,458990.00
2020-07-22,9513.70,9387.40,9523.10,9296.00,386000.00
2020-07-23,9599.60,9513.60,9646.50,9451.10,425660.00
2020-07-24,9546.40,9599.20,9626.20,9480.50,359160.00
2020-07-25,9704.10,9546.70,9729.30,9536.20,306290.00
2020-07-26,9932.50,9690.00,10086.60,9645.90,415070.00
2020-07-27,11022.80,9932.70,11367.00,9894.60,908990.00
2020-07-28,10908.50,10961.10,11046.10,10873.60,658370.00
2020-07-29,11105.90,10908.40,11336.50,10771.80,576830.00
2020-07-30,11096.20,11105.80,11164.40,10861.60,501140.00
2020-07-31,11333.40,11096.50,11434.80,10964.60,530950.00
2020-08-01,11803.10,11333.20,11847.70,11226.10,611470.00
2020-08-02,11066.80,11802.60,12061.10,10730.70,647950.00
2020-08-03,11224.40,11066.90,11461.10,10981.60,470240.00
2020-08-04,11184.70,11223.80,11407.80,11043.00,485790.00
2020-08-05,11735.10,11184.80,11771.50,11114.50,570830.00
2020-08-06,11757.10,11735.00,11898.40,11563.00,554850.00
2020-08-07,11592.00,11757.10,11901.80,11352.40,517000.00
2020-08-08,11764.30,11591.60,11805.50,11533.50,317060.00
2020-08-09,11681.20,11764.40,11792.80,11527.50,303000.00
2020-08-10,11889.20,11681.10,12041.10,11546.90,564110.00
2020-08-11,11390.40,11889.20,11931.80,11146.70,615900.00
2020-08-12,11557.20,11390.40,11605.40,11190.60,549590.00
2020-08-13,11770.90,11557.20,11772.90,11298.40,545670.00
2020-08-14,11750.80,11771.10,11835.50,11651.50,435440.00
2020-08-15,11845.30,11751.10,11964.00,11711.50,499100.00
2020-08-16,11899.00,11845.50,11922.50,11688.90,410810.00
2020-08-17,12282.60,11898.80,12444.10,11764.00,628410.00
2020-08-18,11947.60,12283.00,12381.40,11842.00,606790.00
2020-08-19,11750.20,11944.40,12013.20,11602.60,550260.00
2020-08-20,11856.90,11751.00,11881.00,11672.70,430930.00
2020-08-21,11529.20,11856.90,11877.40,11495.60,506380.00
2020-08-22,11661.30,11529.20,11677.00,11382.10,433980.00
2020-08-23,11641.60,11661.10,11705.40,11520.80,377330.00
2020-08-24,11753.50,11641.60,11824.60,11587.10,429130.00
2020-08-25,11324.80,11752.90,11766.90,11131.00,594070.00
2020-08-26,11462.30,11324.90,11533.60,11254.60,513060.00
2020-08-27,11327.40,11462.30,11580.30,11135.30,560590.00
2020-08-28,11527.40,11327.50,11539.00,11281.90,464940.00
2020-08-29,11468.10,11527.80,11576.80,11433.50,389850.00
2020-08-30,11702.00,11468.10,11704.20,11462.60,409360.00
2020-08-31,11644.20,11701.10,11760.20,11563.80,496140.00
2020-09-01,11914.90,11644.20,12045.90,11544.60,580690.00
2020-09-02,11413.30,11914.40,11947.50,11244.90,20260000.00
2020-09-03,10168.80,11413.20,11442.70,10009.50,9650000.00
2020-09-04,10472.50,10168.70,10614.20,9960.30,12500000.00
2020-09-05,10092.20,10472.30,10558.70,9897.80,14720000.00
2020-09-06,10296.40,10092.20,10337.70,10004.70,12120000.00
2020-09-07,10376.90,10296.40,10400.90,9887.00,12400000.00
2020-09-08,10126.60,10376.90,10434.40,9877.10,113900.00
2020-09-09,10224.60,10126.80,10343.30,9984.60,71370.00
2020-09-10,10339.70,10224.30,10480.30,10219.20,88010.00
2020-09-11,10390.20,10339.80,10398.80,10212.60,62280.00
2020-09-12,10441.90,10390.20,10476.80,10275.90,48490.00
2020-09-13,10326.00,10441.70,10579.60,10219.40,66120.00
2020-09-14,10675.30,10332.70,10744.30,10264.50,96640.00
2020-09-15,10785.30,10675.20,10931.80,10627.80,91700.00
2020-09-16,10949.50,10785.20,11093.30,10669.20,94940.00
2020-09-17,10941.30,10950.10,11039.30,10755.20,77220.00
2020-09-18,10933.00,10941.30,11029.70,10818.70,63480.00
2020-09-19,11081.80,10933.00,11177.10,10890.70,51630.00
2020-09-20,10921.50,11081.60,11081.60,10772.70,53390.00
2020-09-21,10416.80,10919.90,10987.20,10328.50,109850.00
2020-09-22,10531.50,10419.40,10570.70,10361.70,63520.00
2020-09-23,10237.30,10531.50,10535.40,10146.60,74950.00
2020-09-24,10739.40,10238.10,10787.80,10201.00,82950.00
2020-09-25,10688.80,10739.90,10756.00,10558.90,71430.00
2020-09-26,10727.90,10688.90,10793.30,10650.20,37850.00
2020-09-27,10776.20,10727.90,10799.20,10602.70,40920.00
2020-09-28,10693.20,10776.40,10946.60,10685.20,72290.00
2020-09-29,10840.90,10694.30,10858.40,10642.40,59640.00
2020-09-30,10776.10,10843.40,10847.70,10667.60,55550.00
2020-10-01,10620.50,10776.60,10913.70,10462.70,95330.00
2020-10-02,10572.30,10619.60,10662.90,10387.60,77940.00
2020-10-03,10544.20,10572.20,10597.80,10501.20,29100.00
2020-10-04,10672.90,10544.40,10693.30,10520.80,31400.00
2020-10-05,10789.50,10672.50,10789.60,10623.40,48860.00
2020-10-06,10602.60,10790.20,10800.30,10530.80,69070.00
2020-10-07,10670.90,10601.00,10680.10,10553.30,49270.00
2020-10-08,10924.10,10670.70,10948.60,10549.60,79780.00
2020-10-09,11054.20,10923.50,11103.00,10836.90,70950.00
2020-10-10,11298.40,11053.50,11475.00,11053.10,65810.00
2020-10-11,11371.00,11295.60,11439.40,11277.60,41060.00
2020-10-12,11533.90,11370.80,11715.90,11227.40,84020.00
2020-10-13,11423.80,11533.50,11558.00,11315.90,64670.00
2020-10-14,11420.40,11424.40,11541.00,11293.50,59120.00
2020-10-15,11503.00,11421.40,11590.90,11276.70,70840.00
2020-10-16,11322.00,11503.20,11542.20,11224.60,71420.00
2020-10-17,11362.10,11321.80,11402.70,11274.40,29860.00
2020-10-18,11506.90,11362.10,11506.90,11349.80,31510.00
2020-10-19,11753.40,11507.10,11823.30,11413.90,73040.00
2020-10-20,11913.50,11753.90,12029.40,11685.70,94590.00
2020-10-21,12808.70,11913.60,13213.50,11894.60,197720.00
2020-10-22,12974.60,12805.50,13183.90,12698.20,113310.00
2020-10-23,12934.10,12972.70,13025.50,12738.90,73940.00
2020-10-24,13117.20,12933.60,13161.50,12876.40,51200.00
2020-10-25,13032.20,13117.00,13345.30,12900.40,59730.00
2020-10-26,13061.60,13033.00,13229.70,12792.40,89470.00
2020-10-27,13657.80,13061.50,13782.30,13050.30,128640.00
2020-10-28,13278.90,13658.30,13851.70,12907.60,144180.00
2020-10-29,13457.20,13278.30,13640.00,12982.90,111230.00
2020-10-30,13559.90,13457.00,13667.90,13134.50,108770.00
2020-10-31,13797.30,13560.20,14065.40,13441.70,102750.00
2020-11-01,13759.40,13795.50,13889.50,13628.70,51710.00
2020-11-02,13561.40,13759.70,13828.40,13214.20,97760.00
2020-11-03,14019.90,13560.50,14054.00,13294.60,108170.00
2020-11-04,14145.60,14023.00,14238.80,13544.40,140800.00
2020-11-05,15587.10,14145.60,15739.90,14099.70,227490.00
2020-11-06,15577.90,15593.90,15955.20,15223.50,186130.00
2020-11-07,14828.40,15578.20,15754.40,14385.10,160730.00
2020-11-08,15483.70,14826.60,15648.30,14720.70,94990.00
2020-11-09,15327.20,15483.30,15819.60,14816.90,165040.00
2020-11-10,15303.60,15328.00,15465.30,15096.50,93360.00
2020-11-11,15695.80,15303.10,15953.90,15281.00,119070.00
2020-11-12,16294.70,15695.80,16342.70,15483.50,165540.00
2020-11-13,16324.20,16293.00,16474.10,15973.40,113750.00
2020-11-14,16071.00,16323.10,16328.20,15717.70,83640.00
2020-11-15,15953.00,16074.70,16158.10,15782.30,58430.00
2020-11-16,16715.80,15954.10,16880.70,15870.70,118090.00
2020-11-17,17662.30,16715.80,17845.40,16562.00,175870.00
2020-11-18,17774.60,17662.30,18466.10,17258.90,233430.00
2020-11-19,17803.50,17775.10,18166.00,17380.10,135940.00
2020-11-20,18675.20,17805.50,18811.00,17758.40,134420.00
2020-11-21,18687.20,18673.80,18966.00,18397.50,108910.00
2020-11-22,18412.90,18689.30,18751.50,17644.60,121760.00
2020-11-23,18379.60,18428.10,18756.80,18016.00,127350.00
2020-11-24,19152.60,18394.60,19416.60,18074.80,180790.00
2020-11-25,18723.00,19151.50,19486.70,18527.70,146120.00
2020-11-26,17162.00,18721.90,18894.90,16235.20,312070.00
2020-11-27,17127.10,17160.90,17450.30,16481.60,138800.00
2020-11-28,17730.70,17142.60,17874.40,16874.40,95200.00
2020-11-29,18185.50,17729.70,18336.30,17530.40,79120.00
2020-11-30,19698.10,18186.00,19831.20,18186.00,185590.00
2020-12-01,18770.70,19697.80,19897.40,18257.00,208720.00
2020-12-02,19218.80,18767.90,19335.50,18346.70,91920.00
2020-12-03,19433.30,19219.80,19596.60,18883.70,99970.00
2020-12-04,18658.10,19431.10,19529.50,18610.80,110630.00
2020-12-05,19146.50,18657.50,19172.70,18507.10,59440.00
2020-12-06,19379.90,19146.00,19417.10,18873.00,54560.00
2020-12-07,19170.70,19368.40,19424.60,18908.80,61980.00
2020-12-08,18326.60,19170.80,19288.60,18229.20,101410.00
2020-12-09,18546.00,18322.40,18637.90,17658.80,129720.00
2020-12-10,18247.20,18546.10,18551.80,17926.80,85310.00
2020-12-11,18023.60,18250.50,18288.30,17600.10,111530.00
2020-12-12,18808.90,18026.70,18936.20,18025.10,71370.00
2020-12-13,19176.80,18808.10,19403.60,18716.80,82450.00
2020-12-14,19273.80,19176.40,19346.50,19007.00,67110.00
2020-12-15,19434.90,19273.90,19556.30,19076.20,98390.00
2020-12-16,21352.20,19434.70,21525.30,19299.70,199810.00
2020-12-17,22825.40,21352.30,23738.00,21243.10,310740.00
2020-12-18,23127.90,22823.30,23272.80,22361.50,131800.00
2020-12-19,23844.00,23127.60,24107.10,22797.00,133880.00
2020-12-20,23474.90,23843.60,24280.90,23098.90,114090.00
2020-12-21,22728.50,23474.10,24101.90,22015.50,154690.00
2020-12-22,23823.20,22730.40,23825.40,22388.60,130750.00
2020-12-23,23257.90,23820.80,24063.70,22694.70,178470.00
2020-12-24,23736.50,23253.20,23783.70,22737.30,104590.00
2020-12-25,24689.60,23728.70,24778.90,23445.30,2400.00
2020-12-26,26454.40,24714.70,26826.00,24515.10,155770.00
2020-12-27,26261.30,26460.30,28360.30,25858.20,231230.00
2020-12-28,27057.80,26259.20,27444.90,26144.30,126980.00
2020-12-29,27376.00,27065.30,27390.70,25902.80,119570.00
2020-12-30,28868.70,27374.50,28979.30,27374.50,159820.00
2020-12-31,28949.40,28866.80,29298.80,28025.00,136690.00
2021-01-01,29359.90,28951.70,29627.10,28712.40,100900.00
